序號,是否離職,年齡,性別,婚姻狀態,是否有大學學歷,是否有碩士學歷,是否有博士學歷,最高學歷學校等級,外部經歷總公司數,外部經歷總年資,集團年資,公司年資,一級主管序號,是否為主管,廣義管理幅度,狹義管理幅度,職位層級,是否為STEM人才,是否有兼職,距上次升遷時長,單位,單位層級,單位_第一層,單位_第二層,單位_第三層,個性分群,職能強項,職能弱項,職能驚喜,職能盲點,績效,是否為關鍵人才
957,0,28,男性,未婚,YES,NO,NO,一級,0,0,4.185844749,4.185844749,1532,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1100,科,0DC0000,0DC1000,0DC1100,樂觀關係型,,,,,,
958,0,43,男性,未婚,YES,YES,NO,一級,1,11.56849315,4.146347032,4.146347032,1556,FALSE,0,0,一般專業人員,TRUE,TRUE,0.9,0DC1900,科,0DC0000,0DC1000,0DC1900,正向領導型,,促進團隊成功,,,4.5,FALSE
959,0,32,男性,未婚,YES,YES,NO,其他,3,4.079908676,4.146347032,4.146347032,1538,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1900,科,0DC0000,0DC1000,0DC1900,正向領導型,,,對話力,,5,TRUE
960,1,37,男性,未婚,YES,YES,NO,二級,4,5.987214612,1.202283105,1.202283105,1537,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC1900,科,0DC0000,0DC1000,0DC1900,外向開放型,促進團隊成功,敏捷力,,,5,TRUE
961,1,28,男性,未婚,YES,YES,NO,一級,0,0,3.313013699,3.313013699,1580,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC1600,科,0DC0000,0DC1000,0DC1600,正向領導型,,,,,4.8,FALSE
962,1,28,男性,未婚,YES,YES,NO,一級,1,0.166666667,0.985159817,0.341552511,233,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1100,科,0DC0000,0DC1000,0DC1100,樂觀關係型,,,,,,
964,1,30,男性,未婚,YES,YES,NO,二級,3,4.90890411,2.132648402,2.132648402,536,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1100,科,0DC0000,0DC1000,0DC1100,樂觀關係型,,,,,,
965,1,28,男性,未婚,YES,YES,NO,二級,1,0.75,1.496118721,1.496118721,1553,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1900,科,0DC0000,0DC1000,0DC1900,正向領導型,,,促進團隊成功,,4.6,TRUE
967,0,40,女性,已婚,YES,NO,NO,其他,1,13.46324201,4.054794521,4.054794521,1543,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC1900,科,0DC0000,0DC1000,0DC1900,,,問題分析與解決,學習力,工作管理,3,FALSE
968,1,24,女性,未婚,YES,NO,NO,二級,0,0,0.40456621,0.40456621,744,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1900,科,0DC0000,0DC1000,0DC1900,樂觀關係型,,敏捷力,,,3.6,FALSE
969,1,30,女性,未婚,YES,YES,NO,二級,1,0.885388128,2.374429224,2.374429224,179,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1600,科,0DC0000,0DC1000,0DC1600,正向領導型,促進團隊成功,問題分析與解決,,,3.6,FALSE
970,1,32,男性,未婚,YES,NO,NO,其他,2,5.258219178,2.54109589,2.54109589,1556,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC1600,科,0DC0000,0DC1000,0DC1600,外向開放型,,,,,5,TRUE
971,1,29,女性,未婚,YES,YES,NO,一級,2,4.333333333,0.618949772,0.618949772,536,FALSE,0,0,資深專業人員,TRUE,TRUE,,0DC1600,科,0DC0000,0DC1000,0DC1600,外向開放型,學習力,指導,,敏捷力,5,TRUE
972,0,54,男性,已婚,NO,YES,NO,其他,5,40.43675799,1.019178082,0.965981735,1579,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC1600,科,0DC0000,0DC1000,0DC1600,樂觀關係型,,持續改善,對話力,,4,FALSE
973,0,32,男性,未婚,YES,YES,NO,其他,1,2.229680365,3.990639269,3.990639269,917,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC1600,科,0DC0000,0DC1000,0DC1600,樂觀關係型,,敏捷力 學習力,,,4,FALSE
974,0,32,女性,已婚,YES,YES,NO,一級,1,2.160045662,3.990639269,3.990639269,681,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1600,科,0DC0000,0DC1000,0DC1600,樂觀關係型,,,,,,
975,1,24,女性,未婚,YES,NO,NO,其他,0,0,0.508219178,0.508219178,179,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC1900,科,0DC0000,0DC1000,0DC1900,外向開放型,,,,,,
976,1,24,女性,未婚,YES,NO,NO,其他,0,0,0.105251142,0.105251142,1556,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1600,科,0DC0000,0DC1000,0DC1600,外向開放型,促進團隊成功 學習力,,,,3,FALSE
977,1,25,男性,未婚,YES,NO,NO,二級,0,0,0.338812785,0.338812785,1556,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1100,科,0DC0000,0DC1000,0DC1100,外向開放型,,,,,4,FALSE
978,0,28,男性,未婚,YES,YES,NO,其他,0,0,3.990639269,3.990639269,1552,FALSE,0,0,一般專業人員,TRUE,FALSE,1,04C0800,科,04C0000,04C0800,,,,,,,,
979,0,30,女性,已婚,YES,YES,NO,二級,3,4.329908676,1.662785388,1.579452055,1588,FALSE,0,0,一般專業人員,TRUE,FALSE,,04C0800,科,04C0000,04C0800,,,,,,,,
980,1,22,女性,未婚,YES,NO,NO,一級,0,0,0.338812785,0.338812785,691,FALSE,0,0,一般專業人員,TRUE,FALSE,,04C0800,科,04C0000,04C0800,,,,,,,,
981,1,25,男性,未婚,YES,NO,NO,二級,0,0,0.502739726,0.502739726,179,FALSE,0,0,一般專業人員,TRUE,FALSE,,04C0800,科,04C0000,04C0800,,,,,持續改善 敏捷力,促進團隊成功,3.5,FALSE
982,0,45,女性,未婚,YES,NO,NO,其他,6,16.3303653,3.990639269,3.990639269,895,FALSE,0,0,一般專業人員,FALSE,FALSE,,04C0200,科,04C0000,04C0200,,,,,,,,
983,1,23,女性,未婚,YES,NO,NO,一級,0,0,0.338812785,0.338812785,5,FALSE,0,0,一般專業人員,TRUE,FALSE,,04C0800,科,04C0000,04C0800,,,,,,,,
984,1,21,女性,未婚,,,,,0,0,0.496118721,0.496118721,5,FALSE,0,0,一般專業人員,TRUE,FALSE,,04C0800,科,04C0000,04C0800,,,,,,,,
985,1,28,女性,未婚,YES,NO,NO,其他,0,0,0.338812785,0.338812785,681,FALSE,0,0,一般專業人員,TRUE,FALSE,,04C0800,科,04C0000,04C0800,,,,,,,,
986,1,24,女性,未婚,,,,,0,0,0.299315068,0.299315068,1575,FALSE,0,0,一般專業人員,TRUE,FALSE,,04C0800,科,04C0000,04C0800,,,,,,,,
987,1,26,男性,未婚,YES,YES,NO,一級,0,0,0.424885845,0.424885845,1546,FALSE,0,0,一般專業人員,TRUE,FALSE,,04C0800,科,04C0000,04C0800,,,,,,,,
988,1,24,女性,未婚,YES,NO,NO,一級,0,0,0.329452055,0.329452055,1575,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC0700,科,0DC0000,0DC0700,,外向開放型,學習力,工作管理 敏捷力,,,3.5,FALSE
989,1,23,女性,未婚,YES,NO,NO,一級,0,0,0.75,0.75,1551,FALSE,0,0,資深專業人員,TRUE,FALSE,2.9,0DC0700,科,0DC0000,0DC0700,,保守穩定型,,學習力,,,5.3,TRUE
990,1,25,男性,未婚,YES,NO,NO,一級,0,0,0.893607306,0.726940639,179,FALSE,0,0,一般專業人員,TRUE,TRUE,1.9,0DC0700,科,0DC0000,0DC0700,,,促進團隊成功 對話力,學習力,,,6,TRUE
991,1,24,女性,,YES,NO,NO,其他,0,0,0.038356164,0.038356164,1541,FALSE,0,0,一般專業人員,TRUE,FALSE,0.9,0DC0700,科,0DC0000,0DC0700,,保守穩定型,,敏捷力 對話力,,,4.8,TRUE
992,1,23,女性,未婚,YES,NO,NO,一級,0,0,0.332191781,0.332191781,681,FALSE,0,0,一般專業人員,TRUE,FALSE,1.9,0DC0700,科,0DC0000,0DC0700,,樂觀關係型,,對話力,,,4.2,FALSE
993,0,28,女性,未婚,YES,NO,NO,其他,1,1.25,2.605251142,2.605251142,1581,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC0700,科,0DC0000,0DC0700,,正向領導型,,,,,4.5,TRUE
994,1,22,女性,未婚,YES,NO,NO,其他,0,0,0.726940639,0.646347032,759,FALSE,0,0,資深專業人員,TRUE,FALSE,1.9,0DC0700,科,0DC0000,0DC0700,,外向開放型,對話力 學習力,指導,,,5.5,TRUE
995,1,34,男性,未婚,YES,NO,NO,其他,4,7.757534247,3.099771689,3.099771689,1532,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC0700,科,0DC0000,0DC0700,,,促進團隊成功,,,學習力,3,FALSE
997,1,36,男性,已婚,YES,YES,NO,一級,3,6.611187215,1.401826484,1.401826484,1581,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC0700,科,0DC0000,0DC0700,,正向領導型,,,,,,
998,0,30,男性,未婚,YES,YES,NO,一級,1,0.293835616,3.899086758,3.899086758,561,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC0700,科,0DC0000,0DC0700,,外向開放型,促進團隊成功 對話力,,,,5.2,TRUE
999,1,26,女性,未婚,YES,YES,NO,其他,0,0,0.90456621,0.90456621,1562,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC0700,科,0DC0000,0DC0700,,正向領導型,,學習力,工作管理,,4,FALSE
1000,1,42,女性,未婚,YES,YES,NO,其他,3,13.48561644,0.949543379,0.949543379,1539,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC0700,科,0DC0000,0DC0700,,樂觀關係型,,,,,,
1001,0,30,男性,未婚,YES,YES,NO,二級,3,2,2.269178082,0.810273973,1552,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC0700,科,0DC0000,0DC0700,,樂觀關係型,,,,,,
1002,0,37,男性,已婚,YES,NO,NO,其他,5,11.00365297,0.857990868,0.782876712,1545,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC0700,科,0DC0000,0DC0700,,正向領導型,,,,,,
1003,0,25,女性,未婚,YES,NO,NO,二級,0,0,3.86347032,2.651826484,194,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC0700,科,0DC0000,0DC0700,,樂觀關係型,,,,,,
1004,1,31,女性,未婚,YES,YES,NO,二級,1,4,3.315753425,3.315753425,409,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC0700,科,0DC0000,0DC0700,,外向開放型,,,學習力,,4.6,TRUE
1005,0,38,女性,未婚,YES,YES,NO,其他,3,5.218721461,3.844292237,3.844292237,409,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC0700,科,0DC0000,0DC0700,,外向開放型,學習力,對話力,工作管理,敏捷力,4,FALSE
1007,0,41,男性,已婚,YES,YES,NO,其他,4,10.63196347,3.821232877,3.821232877,518,FALSE,0,0,資深專業人員,TRUE,TRUE,0.9,0DC1300,科,0DC0000,0DC1000,0DC1300,正向領導型,,,,,6,TRUE
1008,1,36,女性,未婚,YES,YES,NO,一級,2,6.718721461,3.02739726,3.02739726,1556,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC1300,科,0DC0000,0DC1000,0DC1300,樂觀關係型,,,工作管理 學習力,,6,TRUE
1009,0,34,女性,,NO,YES,NO,二級,3,8.82716895,3.818493151,3.818493151,681,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC1300,科,0DC0000,0DC1000,0DC1300,保守穩定型,學習力,工作管理,,,4.6,TRUE
1010,1,35,男性,未婚,YES,NO,NO,其他,3,8.206621005,1.823972603,1.823972603,83,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1300,科,0DC0000,0DC1000,0DC1300,外向開放型,,學習力,,,3,FALSE
1011,0,31,男性,未婚,YES,YES,NO,其他,1,3.485159817,1.493378995,1.410045662,1588,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC1300,科,0DC0000,0DC1000,0DC1300,保守穩定型,,學習力,,,4,FALSE
1012,1,33,女性,已婚,YES,YES,NO,二級,3,6.333789954,3.199543379,3.199543379,1537,FALSE,0,0,一般專業人員,TRUE,TRUE,1.9,0DC1300,科,0DC0000,0DC1000,0DC1300,外向開放型,促進團隊成功,,工作管理,,4.7,TRUE
1013,0,49,男性,已婚,YES,NO,NO,其他,3,21.08333333,2.632648402,2.632648402,179,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC1300,科,0DC0000,0DC1000,0DC1300,樂觀關係型,,學習力,對話力,,3.2,FALSE
1014,0,26,男性,未婚,YES,YES,NO,一級,2,1.25,0.732420091,0.14086758,1538,FALSE,0,0,一般專業人員,TRUE,TRUE,1.9,0DC1300,科,0DC0000,0DC1000,0DC1300,正向領導型,,,學習力,,5,TRUE
1015,0,26,女性,未婚,YES,YES,NO,一級,0,0,1.65456621,1.65456621,465,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC1300,科,0DC0000,0DC1000,0DC1300,正向領導型,,問題分析與解決,,,4.6,TRUE
1018,1,26,男性,未婚,YES,NO,NO,其他,0,0,0.463242009,0.463242009,1566,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC1300,科,0DC0000,0DC1000,0DC1300,正向領導型,促進團隊成功,,對話力,,3,FALSE
1019,1,21,男性,未婚,,,,,0,0,1.118949772,1.118949772,1567,FALSE,0,0,中階/專案主管,TRUE,FALSE,,05C0000,處,05C0000,,,,,,,,,
1020,1,27,男性,未婚,YES,NO,NO,一級,1,1.646347032,1.185844749,1.185844749,1551,FALSE,0,0,高階主管,FALSE,FALSE,,06C0000,處,06C0000,,,,,,,,,
1021,0,38,女性,未婚,YES,YES,NO,一級,3,9.498858447,3.743378995,3.743378995,917,TRUE,18,7,中階/專案主管,FALSE,FALSE,12.2,06C0000,處,06C0000,,,,學習力 營運決策能力,指導與發展人才,,,5.8,TRUE
1022,1,30,男性,未婚,YES,NO,NO,其他,1,3.821232877,1.75,1.75,1556,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1600,科,0DC0000,0DC1000,0DC1600,保守穩定型,,,,,,
1023,1,47,男性,已婚,YES,YES,NO,其他,8,15.64086758,1.748858447,1.748858447,1580,FALSE,0,0,資深專業人員,TRUE,FALSE,4.1,0DC0600,科,0DC0000,0DC0600,,樂觀關係型,指導,持續改善 學習力,,,5.5,TRUE
1024,1,32,女性,未婚,YES,YES,NO,一級,3,4.485159817,2.15456621,2.15456621,1553,FALSE,0,0,一般專業人員,TRUE,FALSE,2.5,0DC0600,科,0DC0000,0DC0600,,外向開放型,促進團隊成功 對話力,,,,4.7,TRUE
1025,0,29,女性,未婚,YES,YES,NO,一級,1,0.916666667,2.299315068,2.299315068,566,FALSE,0,0,資深專業人員,TRUE,FALSE,2.7,0DC0600,科,0DC0000,0DC0600,,,對話力,,,,5.8,TRUE
1026,1,25,女性,未婚,YES,NO,NO,其他,0,0,0.732420091,0.732420091,409,FALSE,0,0,資深專業人員,TRUE,FALSE,1.9,0DC7300,科,0DC0000,0DC7000,0DC7300,樂觀關係型,促進團隊成功,持續改善 學習力,,,4.7,FALSE
1027,1,22,男性,未婚,,,,,0,0,0.232420091,0.232420091,1575,FALSE,0,0,一般專業人員,TRUE,TRUE,2,0DC1200,科,0DC0000,0DC1000,0DC1200,外向開放型,,,工作管理,,,
1028,1,22,男性,未婚,,,,,0,0,0.229680365,0.229680365,1575,FALSE,0,0,一般專業人員,TRUE,FALSE,2.9,0DC7300,科,0DC0000,0DC7000,0DC7300,保守穩定型,,學習力,,問題分析與解決,4.3,FALSE
1029,1,19,男性,未婚,,,,,0,0,0.138127854,0.138127854,1575,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1200,科,0DC0000,0DC1000,0DC1200,外向開放型,,,,,,
1030,1,20,男性,未婚,,,,,0,0,0.138127854,0.138127854,1575,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC0600,科,0DC0000,0DC0600,,樂觀關係型,學習力,工作管理,,,4,TRUE
1031,1,33,男性,未婚,YES,YES,NO,一級,3,5.030136986,1.710502283,1.710502283,1582,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC7300,科,0DC0000,0DC7000,0DC7300,外向開放型,工作管理,敏捷力 對話力,,,3.5,FALSE
1032,0,27,女性,未婚,YES,NO,NO,其他,1,4.821232877,0.702283105,0.62716895,1556,FALSE,0,0,一般專業人員,TRUE,FALSE,0.9,0DC7300,科,0DC0000,0DC7000,0DC7300,樂觀關係型,,問題分析與解決,學習力,,4.5,FALSE
1033,1,26,女性,未婚,YES,NO,NO,一級,1,3.146347032,0.240639269,0.240639269,691,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC7300,科,0DC0000,0DC7000,0DC7300,外向開放型,促進團隊成功 學習力,敏捷力,,,4.2,TRUE
1034,0,36,男性,未婚,YES,YES,NO,其他,4,7.001598174,3.707762557,3.707762557,807,FALSE,0,0,一般專業人員,TRUE,FALSE,0.9,0DC7300,科,0DC0000,0DC7000,0DC7300,外向開放型,,工作管理,學習力,,5,TRUE
1035,0,37,男性,未婚,NO,YES,NO,其他,5,7.09086758,3.705022831,3.705022831,1580,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1200,科,0DC0000,0DC1000,0DC1200,,,,,,,
1036,1,26,女性,未婚,YES,YES,NO,二級,1,0.927625571,1.826712329,1.826712329,1553,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC0600,科,0DC0000,0DC0600,,外向開放型,工作管理,促進團隊成功,,,4.5,FALSE
1037,0,29,女性,未婚,YES,YES,NO,一級,1,0.879908676,3.685844749,3.685844749,1570,FALSE,0,0,一般專業人員,TRUE,FALSE,0.9,0DC7300,科,0DC0000,0DC7000,0DC7300,,促進團隊成功,,,,4.3,FALSE
1038,0,26,男性,未婚,YES,YES,NO,一級,0,0,3.118949772,3.118949772,1570,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC0600,科,0DC0000,0DC0600,,,,,,,4,FALSE
1039,1,29,女性,未婚,YES,NO,NO,其他,3,4,1.102511416,1.102511416,1532,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1200,科,0DC0000,0DC1000,0DC1200,正向領導型,學習力,,,問題分析與解決,,
1040,0,30,男性,未婚,YES,YES,NO,其他,0,0,3.665525114,1.160045662,185,FALSE,0,0,資深專業人員,TRUE,TRUE,,0DC1200,科,0DC0000,0DC1000,0DC1200,樂觀關係型,,學習力,指導,,,
1041,1,25,女性,未婚,YES,NO,NO,其他,2,1.416666667,0.166666667,0.166666667,1575,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC1200,科,0DC0000,0DC1000,0DC1200,外向開放型,,,,,,
1042,1,22,女性,未婚,,,,,0,0,0.166666667,0.166666667,1575,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1200,科,0DC0000,0DC1000,0DC1200,樂觀關係型,對話力,問題分析與解決,工作管理,,,
1043,1,23,男性,,YES,NO,NO,一級,0,0,0.166666667,0.166666667,1575,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC7300,科,0DC0000,0DC7000,0DC7300,保守穩定型,,,,,3.3,FALSE
1044,1,23,男性,未婚,YES,NO,NO,一級,0,0,0.166666667,0.166666667,409,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC7300,科,0DC0000,0DC7000,0DC7300,保守穩定型,學習力,,促進團隊成功,敏捷力,3,FALSE
1045,1,30,男性,未婚,YES,NO,NO,其他,1,0.333333333,0.166666667,0.166666667,409,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC7300,科,0DC0000,0DC7000,0DC7300,樂觀關係型,工作管理,,,,4.6,TRUE
1046,1,20,女性,未婚,,,,,0,0,0.166666667,0.166666667,1458,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC0600,科,0DC0000,0DC0600,,正向領導型,,,,,3.6,FALSE
1047,1,20,女性,未婚,,,,,0,0,0.166666667,0.166666667,1458,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC0600,科,0DC0000,0DC0600,,正向領導型,,,,,4.2,TRUE
1048,1,25,男性,未婚,YES,NO,NO,二級,0,0,0.166666667,0.166666667,749,FALSE,0,0,一般專業人員,TRUE,FALSE,1.9,0DC7300,科,0DC0000,0DC7000,0DC7300,樂觀關係型,,,,,5.5,TRUE
1049,1,22,男性,未婚,,,,,0,0,0.166666667,0.166666667,749,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC7300,科,0DC0000,0DC7000,0DC7300,樂觀關係型,敏捷力,工作管理,學習力,,3.8,FALSE
1050,1,21,男性,未婚,,,,,0,0,0.166666667,0.166666667,1553,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC7300,科,0DC0000,0DC7000,0DC7300,外向開放型,促進團隊成功,,學習力,對話力,5.3,TRUE
1051,1,24,男性,未婚,YES,NO,NO,二級,0,0,0.5,0.5,179,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1200,科,0DC0000,0DC1000,0DC1200,外向開放型,,,,,,
1052,1,23,男性,未婚,YES,NO,NO,二級,0,0,0.166666667,0.166666667,179,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC7300,科,0DC0000,0DC7000,0DC7300,外向開放型,工作管理,,,促進團隊成功,4.2,TRUE
1053,1,22,女性,未婚,,,,,0,0,0.583333333,0.583333333,536,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC7300,科,0DC0000,0DC7000,0DC7300,樂觀關係型,對話力 學習力,工作管理,,,4,FALSE
1054,1,22,男性,未婚,,,,,0,0,0.166666667,0.166666667,691,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC0600,科,0DC0000,0DC0600,,正向領導型,學習力,,促進團隊成功,工作管理,3.6,FALSE
1055,1,21,女性,未婚,,,,,0,0,0.166666667,0.166666667,691,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC0600,科,0DC0000,0DC0600,,樂觀關係型,,,對話力,計劃與組織能力,2.4,FALSE
1056,1,24,男性,,YES,YES,NO,一級,1,0.166666667,0.166666667,0.166666667,515,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC7300,科,0DC0000,0DC7000,0DC7300,正向領導型,促進團隊成功 學習力,問題分析與解決 對話力,,,4,FALSE
1057,1,26,男性,未婚,YES,NO,NO,二級,0,0,0.166666667,0.166666667,515,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC0600,科,0DC0000,0DC0600,,樂觀關係型,促進團隊成功,問題分析與解決,,對話力,5,TRUE
1058,0,28,男性,,YES,YES,NO,二級,2,1.229680365,0.571232877,0.487899543,1539,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC7300,科,0DC0000,0DC7000,0DC7300,,,工作管理,,,5,TRUE
1059,1,24,男性,未婚,YES,NO,NO,其他,1,0.5,0.677625571,0.677625571,1539,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC7300,科,0DC0000,0DC7000,0DC7300,,促進團隊成功,敏捷力,,,3,FALSE
1060,1,27,男性,未婚,YES,YES,NO,一級,1,0.833333333,1.336073059,0.599771689,1532,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC7300,科,0DC0000,0DC7000,0DC7300,外向開放型,對話力,學習力,促進團隊成功,,4.3,TRUE
1061,0,27,女性,未婚,YES,YES,NO,一級,0,0,1.573972603,0.582191781,1532,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC0600,科,0DC0000,0DC0600,,樂觀關係型,對話力 學習力,工作管理 敏捷力,,,,
1062,1,27,男性,未婚,YES,YES,NO,一級,0,0,2.073972603,0.987899543,1532,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC0600,科,0DC0000,0DC0600,,樂觀關係型,學習力,對話力,,,,
1063,0,28,男性,未婚,YES,YES,NO,一級,0,0,3.651826484,2.699543379,233,TRUE,4,4,基層/專案主管,FALSE,TRUE,,06C0000,處,06C0000,,,,,,,,5,TRUE
1064,1,25,女性,,YES,YES,NO,一級,0,0,0.998858447,0.998858447,1532,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC3100,科,0DC0000,0DC3000,0DC3100,樂觀關係型,,,,,,
1065,0,29,男性,已婚,YES,YES,NO,一級,1,1.166666667,3.643607306,3.643607306,1532,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC3100,科,0DC0000,0DC3000,0DC3100,保守穩定型,促進團隊成功,,學習力,,,
1066,0,28,男性,未婚,YES,YES,NO,一級,1,0.323972603,3.643607306,3.643607306,1532,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC3100,科,0DC0000,0DC3000,0DC3100,正向領導型,,,,,,
1067,1,31,男性,未婚,YES,YES,NO,一級,2,5.729680365,1.77739726,1.77739726,1580,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC3100,科,0DC0000,0DC3000,0DC3100,外向開放型,,,,,,
1068,0,32,男性,已婚,YES,YES,NO,其他,4,5.23173516,3.651826484,3.651826484,691,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC3100,科,0DC0000,0DC3000,0DC3100,保守穩定型,工作管理,對話力,,,,
1069,1,32,男性,已婚,YES,YES,NO,一級,3,4.78173516,1.799315068,1.799315068,536,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC3100,科,0DC0000,0DC3000,0DC3100,正向領導型,,,,,,
1070,1,29,女性,未婚,YES,NO,NO,其他,2,4.857990868,1.618949772,1.618949772,778,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC3100,科,0DC0000,0DC3000,0DC3100,正向領導型,,對話力,問題分析與解決,,4.6,TRUE
1071,1,28,女性,未婚,YES,NO,NO,一級,5,5.29109589,0.718721461,0.718721461,5,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC3100,科,0DC0000,0DC3000,0DC3100,正向領導型,,,,,,
1072,1,31,女性,未婚,YES,YES,NO,一級,3,4.662785388,0.218721461,0.218721461,5,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC3600,科,0DC0000,0DC3000,0DC3600,正向領導型,,,,,3,FALSE
1073,1,30,男性,,YES,YES,NO,一級,1,4.660045662,0.602511416,0.602511416,5,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC3100,科,0DC0000,0DC3000,0DC3100,保守穩定型,學習力,問題分析與解決 敏捷力,,,,
1074,0,28,女性,未婚,YES,NO,NO,其他,4,4.857990868,1.207762557,1.124429224,1588,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC3100,科,0DC0000,0DC3000,0DC3100,正向領導型,,,,,,
1075,1,25,女性,未婚,YES,NO,NO,其他,0,0,0.524657534,0.221461187,227,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC3100,科,0DC0000,0DC3000,0DC3100,正向領導型,,,,,,
1076,0,36,男性,已婚,YES,NO,NO,一級,3,10.42762557,1.079452055,0.998858447,1556,FALSE,0,0,一般專業人員,FALSE,FALSE,2,04C0300,科,04C0000,04C0300,,,,,,,,
1077,0,30,女性,未婚,YES,YES,NO,一級,1,0.083333333,3.323972603,3.323972603,1538,FALSE,0,0,資深專業人員,FALSE,FALSE,3.8,09C2000,部,09C0000,09C2000,,,促進團隊成功,敏捷力,,,4.6,TRUE
1078,1,28,男性,已婚,YES,NO,NO,一級,3,5.297031963,0.14086758,0.14086758,744,FALSE,0,0,行政人員,FALSE,FALSE,,09C2000,部,09C0000,09C2000,,,,,,,,
1079,1,35,女性,已婚,YES,YES,NO,一級,3,9.514155251,0.336073059,0.336073059,681,FALSE,0,0,一般專業人員,FALSE,FALSE,1.6,09C2000,部,09C0000,09C2000,,,,,,,,
